"","h_1","h_2","h_3","h_4","h_5","h_6","h_7","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7","cos_phi_2","cos_phi_3","cos_phi_4","cos_phi_5","cos_phi_6","cos_phi_7","B_r_1","B_r_2","B_r_3","B_r_4","B_r_5","B_r_6","B_R_1","B_R_2","B_R_3","B_R_4","B_R_5","B_R_6","ratio_2_4","ratio_2_6","ratio_4_6","inst_Phi_1","inst_Phi_2","inst_Phi_3","inst_Phi_4","inst_Phi_5","inst_Phi_6","inst_Theta_1","inst_Theta_2","inst_Theta_3","inst_Theta_4","inst_Theta_5","inst_Theta_6","V","V_1","V_2","V_3","V_4","V_5","V_6","V_7"
"m16 1 2-3_Spine9.mat",-0.0136450558596716,0.383590575,0.363108176,0.362081752,0.344373779,0.329554,0.274832518,-2.460851884,0.644399192,2.281704045,1.812785321,1.500134262,2.768555126,-0.918102609,-0.820253957,-0.999228568,-0.934246695,-0.994897815,-0.93207832,0.32840928,0.303074697,0.337001831,0.311647243,0.339741835,0.436727826,0.227918619,0.158817141,0.169790445,0.144572075,0.187029312,0.27198432,0.936053452,2.46778702,2.63637404,1.868050669,-0.090857996,0.183375971,0.224605208,0.23573666,0.263344167,1.435699749,1.374711998,1.377179892,1.329065874,1.283569663,1.23271861,0.412298047,0.020894064,0.076214438,0.063897074,0.062921874,0.063449639,0.103873474,0.04087391
"m16 1 10 api_Spine48.mat",0.0874709556137645,0.596788043,0.629864932,0.671855595,0.579257283,0.59626163,0.419328957,2.92314954,1.111991886,1.256528913,0.156693164,-2.619742039,2.430481674,-0.969818457,-0.864728871,-0.976519566,-0.997134388,-0.877526486,-0.981389457,0.300407359,0.468187578,0.373796673,0.294358677,0.453304893,0.559617234,0.173979381,0.279184103,0.253678096,0.151525741,0.229670739,0.362588668,0.341234306,1.55236819,4.549273508,0.530475867,-0.377783309,-1.131726785,-0.458986115,-0.022062985,-0.237894959,1.327275086,1.459231291,1.461778775,1.376252321,1.083002683,1.189996395,1.152327173,0.029875312,0.176994231,0.224369211,0.136295861,0.144093699,0.320270337,0.11214928
"m16 1 10 api_Spine84.mat",0.0535119920719699,0.306313044,0.291599727,0.265904498,0.279379913,0.288350571,0.179617444,1.162838079,2.328199111,-0.599243708,2.702390633,-1.91846547,-3.073046636,-0.813125407,-0.962060444,-0.992446748,-0.996110656,-0.980395681,-0.970237327,0.198197336,0.218681558,0.327875369,0.452822903,0.549228871,0.508911927,0.109506448,0.13982188,0.174249483,0.277576642,0.303660256,0.234042153,4.110777817,3.895376284,0.947600784,2.364583133,0.663570499,0.155843883,0.113975604,0.041724267,0.052573867,1.415585614,1.412170963,1.207614962,1.1008689,1.062955557,1.035985221,0.442912605,0.004490624,0.023916532,0.040718532,0.085366474,0.149003084,0.15084413,0.032295892
"if6 1 12api_Spine103.mat",-0.00397530618193802,0.126826156,0.166528752,0.171993007,0.158087382,0.14689968,0.111739783,1.799175026,1.565445883,3.033046013,-0.200919718,0.84938334,0.112126526,-0.943204639,-0.979208613,-0.985872309,-0.968027822,-0.99818866,-0.904961447,0.136984347,0.238802396,0.248706722,0.24620363,0.217190531,0.188833569,0.101158786,0.146416699,0.187485417,0.213383636,0.207803544,0.12492831,1.502540791,0.674700099,0.449039456,0.812382019,0.732503686,0.659957065,0.388066968,0.305853984,0.300795589,0.795074826,0.944630386,1.009070604,1.036904662,1.057644232,1.05612423,0.095913559,0.001989399,0.014698867,0.029593529,0.032815539,0.031852626,0.019516833,0.004072194
"m16 1 10 api_Spine269.mat",-0.00648567599654137,0.231444638,0.24996744,0.269808503,0.272905326,0.253387286,0.205496375,0.545858464,1.656517223,2.535747423,-1.386458875,-0.847484469,-1.174882137,-0.971059086,-0.846641056,-0.993702866,-0.965074338,-0.996213151,-0.989904742,0.207402493,0.331768508,0.48507145,0.511387031,0.481102535,0.39081553,0.156138021,0.232492856,0.249022115,0.254841299,0.238579958,0.178186148,1.689564399,0.902819604,0.534350514,-2.108845589,-0.657477172,-0.030287965,-0.090611739,-0.040428006,0.00159256,1.421932058,1.557469946,1.375835946,1.227771954,1.180993354,1.165836367,0.412950491,0.007072526,0.046353824,0.093088583,0.137166008,0.141353509,0.097122204,0.022825025
"if6 1 1-2_Spine82.mat",-0.0371767541729959,0.10480727,0.174067796,0.180731501,0.20039772,0.167144285,0.183266547,0.373193918,1.328907501,-0.514130841,2.028915621,-1.314507732,2.463798998,-0.977002565,-0.904862363,-0.993449437,-0.892747855,-0.972239859,-0.846617511,0.175361346,0.329014731,0.393633674,0.421144944,0.407739374,0.319583495,0.130145221,0.168058225,0.236649069,0.259642765,0.23389321,0.159963542,1.977573802,0.92454965,0.467517141,1.730201057,1.283104961,0.889911639,0.759748597,0.611083893,0.693710733,1.1356086,1.107252628,1.18692127,1.164813388,1.104935139,1.094948624,0.204959615,0.001062828,0.023320919,0.060893071,0.082987839,0.078534279,0.051190794,0.012023077
"m16 1 5-1_Spine16.mat",0.0203441183911487,0.011117038,0.049895435,0.137475699,0.21173696,0.169202676,0.134933419,-2.97451334,1.041116486,1.582677998,1.976805124,-1.910536754,2.260841397,-0.462773369,0.420460742,-0.725061689,-0.906445697,-0.999609828,-0.951118599,0.13588755,0.27446685,0.421495209,0.470368469,0.395986309,0.290583238,0.135882889,0.257306534,0.282813264,0.2345889,0.190976548,0.124405938,1.562445757,0.511883294,0.327616682,-2.951737283,-2.222795819,-2.318873956,-2.239847491,-1.52005212,-1.54519121,1.548443642,1.514243342,1.462888739,1.390860578,1.305456362,1.197428659,0.124518373,9.00400999999992e-05,0.005951009,0.039752286,0.076813177,0.071411103,0.035457131,0.007271954
"m16 1 2-2_Spine72.mat",-0.0267476979353215,0.271323376,0.308142205,0.298031282,0.28854662,0.284477048,0.165626246,2.580269528,1.213094667,-0.809665178,1.223362902,1.002237436,-1.189952289,-0.981156479,-0.987185489,-0.999264737,-0.960189725,-0.991281838,-0.983938451,0.267941063,0.328124157,0.322132212,0.315059828,0.307740569,0.256328334,0.251826883,0.319400691,0.263031898,0.268566958,0.279180266,0.214018291,0.807368041,0.523447886,0.648338625,1.038457082,0.833604429,0.797116999,0.662633301,0.584352023,0.579560871,0.823429691,1.125768832,1.104197368,1.100839646,1.120298847,1.148939876,0.384686346,0.016938876,0.082160615,0.106623391,0.089595922,0.089859954,0.06982466,0.012168815
"m16 1 13-2_Spine123.mat",-0.04292477305222,0.003145444,0.099150558,0.175553821,0.1519862,0.108430987,0.052049977,1.384531891,2.422644604,1.874092732,1.065511742,1.218653188,-0.960649389,-0.167267216,-0.751085907,-0.974158766,-0.924809397,-0.984451653,-0.953775901,0.142519219,0.285062538,0.415377386,0.408070934,0.331025796,0.209988396,0.129567603,0.265141837,0.293311314,0.295704158,0.256642386,0.154086027,1.596521182,0.428094991,0.268142381,-3.092617344,-0.024843971,-0.097796254,-0.159894925,-0.175645488,-0.237030559,0.23197087,-0.157083305,-0.120761959,-0.0298673100000002,-0.0754132460000003,-0.139035829,0.143422885,0.000232708,0.007871932,0.046879458,0.088186131,0.061241803,0.025918247,0.002626965
"m16 2 10-3_Spine110.mat",0.10277905446399,0.322697899,0.288821697,0.279211746,0.29023479,0.30030691,0.30482661,1.403510123,-2.722851235,1.963640604,-0.334155754,1.141336656,0.225113614,-0.782757795,-0.926306906,-0.974474091,-0.991990421,-0.930595363,-0.973613002,0.274363376,0.327088674,0.419749393,0.523342236,0.607519962,0.502987064,0.127458719,0.157090975,0.211447857,0.303059441,0.334483216,0.230411812,3.086717343,2.255510296,0.730714881,1.771399224,0.100668901,-0.138856488,-0.291098371,-0.268784197,-0.3675442,1.442239498,1.239726174,1.171877738,1.067377211,1.073925255,1.070796509,0.532927962,0.0105952,0.047972744,0.072127871,0.126165985,0.194799261,0.166117286,0.039215504
"if6 1 11api_Spine36.mat",0.121364280832067,0.533688769,0.517342736,0.51431067,0.523604995,0.541134615,0.338016603,2.139875416,0.723699519,0.902555602,-2.920554062,-1.982159934,1.133000233,-0.973566741,-0.920183202,-0.980102075,-0.899824943,-0.939137199,-0.979206043,0.354351537,0.361931931,0.421404883,0.583565289,0.621609548,0.563396885,0.193757756,0.224689105,0.342007722,0.437035008,0.463807262,0.433613522,3.13614955,3.004058215,0.957881047,0.553094297,0.221024148,0.366291956,0.419590937,0.392383475,0.426154719,1.546952336,1.444394387,1.323261714,1.157388801,1.172877136,1.220125194,1.651737566,0.035611371,0.137847339,0.189266955,0.344469744,0.496775152,0.469689211,0.116009797
"if6 2 0-1_Spine24.mat",0.0155745036363642,0.312173165,0.309715617,0.328284008,0.359926572,0.320716246,0.260358083,0.0672191449999998,1.384140494,1.976052349,2.63711048,0.297656212,0.059742897,-0.988719443,-0.938949664,-0.944221885,-0.936249426,-0.915749099,-0.991894684,0.191433643,0.225460199,0.273442915,0.233611809,0.205399532,0.223392438,0.117096136,0.137606637,0.196309445,0.21426116,0.169895996,0.146579292,1.613351427,1.055435795,0.654188404,2.964036242,2.29526514,0.603006039,0.464624653,0.148137506,-0.137377687,1.549513062,1.557615495,1.422376343,1.364413578,1.242732805,1.111923315,0.20834459,0.00644351,0.02904963,0.044090218,0.052838854,0.041870214,0.037243793,0.010550172
"m16 1 1-3_Spine35.mat",0.0454249989483559,0.295028875,0.313799471,0.318033232,0.331352698,0.334755262,0.221594552,2.563003038,0.332982051,2.484211822,-2.982345077,-1.950189147,0.816165263,-0.997096071,-0.982602438,-0.998895694,-0.983526187,-0.989154029,-0.884809853,0.241267212,0.412913284,0.564674307,0.670647044,0.640374267,0.485126353,0.204031978,0.279989714,0.321622608,0.358718063,0.347575521,0.27636795,2.080876606,1.159689197,0.557308008,-1.343599276,-1.220066945,-0.446065674,0.280378388,0.223006533,0.531168168,1.532066236,1.513670367,1.551950871,1.536045051,1.539147362,1.510052875,0.918388818,0.013896478,0.086623807,0.174578665,0.264859491,0.299750354,0.223426251,0.048781624
"m16 2 11api_Spine115.mat",0.0561497506707076,0.240406912,0.23419489,0.235254371,0.238107106,0.235882952,0.156978215,2.267143617,-1.440637155,0.371405129,1.293633274,-1.495402718,-3.070480965,-0.979164259,-0.995111108,-0.995193694,-0.918724783,-0.91820682,-0.9940389,0.187388436,0.228643062,0.285277377,0.328542776,0.381036451,0.356880129,0.139959706,0.159662848,0.162047173,0.182092942,0.237518085,0.177941618,1.638789364,1.739554354,1.061487457,-1.084416428,-0.842495368,-0.928868931,-0.762993693,-0.264732219,-0.481318711,1.47960665,1.440618981,1.457562652,1.452663383,1.405395445,1.381088683,0.228819323,0.005073275,0.026972521,0.036003384,0.046114674,0.061388379,0.065775013,0.014483417
"m16 2 11api_Spine154.mat",0.0238600767240762,0.338704623,0.337912012,0.328036808,0.335599567,0.332216027,0.236384531,0.983876324,1.569708351,2.882593796,-1.157135367,-0.564479949,1.840129215,-0.978435707,-0.997393336,-0.97338495,-0.982549498,-0.996088223,-0.998119189,0.182555095,0.179265484,0.200957171,0.291465507,0.30326427,0.255828141,0.138507705,0.157552086,0.183879166,0.241864922,0.279917108,0.223078419,2.495969164,2.020621805,0.809553994,0.912048962,0.178995262,0.185661528,-0.255319313,-0.299928981,-0.273986971,1.518042632,1.517170536,1.477276033,1.416992578,1.420423258,1.403131936,0.309607994,0.00812485,0.029836689,0.035284326,0.057029581,0.088554559,0.078567593,0.016400538
"m16 2 8api_Spine100.mat",-0.0330662464101564,0.254193208,0.244175269,0.239001073,0.256715188,0.251435981,0.160147882,1.088731406,1.954290747,-2.429662291,-0.596025768,-0.343759598,1.863215058,-0.890304314,-0.928212973,-0.978740038,-0.943911181,-0.994253288,-0.929254315,0.120707585,0.194126694,0.271522471,0.362648168,0.373785153,0.258405311,0.101579516,0.12951198,0.212550378,0.275660286,0.289338572,0.21643252,3.976165811,2.224481247,0.559453844,-1.151905193,0.157810023,-0.041712156,-0.103982478,-0.131052075,-0.213952443,1.481631392,1.361810386,1.118668631,1.050111155,1.068900759,1.061219303,0.266202335,0.003114922,0.01557099,0.035230388,0.069988165,0.097754776,0.072645938,0.013154249
"m16 2 3api_Spine121.mat",0.028256789965134,0.233968398,0.250291883,0.255729141,0.258309056,0.256148163,0.131418131,2.445792806,0.195572213,2.05146881,0.252427862,-0.952054364,2.741086246,-0.952699208,-0.984547522,-0.993335172,-0.973812352,-0.982469336,-0.969042025,0.164665096,0.293977909,0.348511341,0.337973842,0.318271667,0.265760063,0.128623746,0.192419322,0.237402437,0.260612056,0.281546597,0.239629126,1.557091794,1.125812189,0.723022364,2.889408559,-1.432494448,-1.130307255,-0.695202563,-0.684615992,-0.83500727,1.419004485,1.461902378,1.456334741,1.42408977,1.379713543,1.31927555,0.295780295,0.005597692,0.033870189,0.069159145,0.084920723,0.08499554,0.066761844,0.013823158
"m16 1 13-3_Spine9.mat",0.0662228434369327,0.339319666,0.339915173,0.306236238,0.320495058,0.346100402,0.215427012,1.529586163,1.627369474,1.19776729,1.980417103,-0.624775228,-1.600560169,-0.967491779,-0.95674102,-0.992642486,-0.974705041,-0.992088608,-0.864243052,0.317474784,0.379234121,0.44611684,0.609858178,0.723261358,0.580229331,0.18424191,0.25093261,0.294275496,0.311441712,0.338165742,0.264977776,1.995910765,1.615640085,0.809475109,-2.6535602,-1.461714162,-0.568618708,-0.351895481,-0.227876331,-0.405439311,1.241006179,1.473814198,1.351750131,1.210759321,1.10979143,1.096040244,0.775713557,0.018341124,0.095251293,0.134932077,0.19646105,0.2937173,0.269152059,0.064788166
"m16 2 3api_Spine45.mat",0.0777994745711921,0.26723327,0.263719888,0.269694813,0.259708197,0.26513722,0.164196223,1.164114987,0.807524333,1.432996343,-2.467138433,-1.377315997,-1.29688705,-0.979753594,-0.999277547,-0.826209838,-0.945489796,-0.939175979,-0.968565594,0.207547225,0.257230848,0.317578263,0.388691077,0.4823872,0.433257239,0.136177239,0.150703041,0.166143692,0.249823716,0.300363192,0.237293333,2.50491602,2.652078037,1.058749282,0.166878352,0.081708599,0.202942737,0.015902668,0.005661666,0.073622356,1.496699509,1.443016094,1.431300436,1.206977727,1.145864044,1.139764701,0.353851103,0.006704404,0.03232118,0.043888159,0.068306394,0.118119067,0.122764446,0.026259636
"if6 2 4api_Spine140.mat",0.0097466606509304,0.208659302,0.185265,0.171612298,0.199772666,0.203120651,0.174018717,-1.050322383,0.61681097,2.730952949,2.58592853,2.303775585,1.954937959,-0.967020395,-0.872185204,-0.897722407,-0.982236661,-0.959267592,-0.953630686,0.179333886,0.194322543,0.274078004,0.392480598,0.460673133,0.44736895,0.120062958,0.12863833,0.20435897,0.296213918,0.281521239,0.186824696,4.650825831,3.343540176,0.718913221,2.473609421,2.655877231,1.536263944,1.401549953,1.23756262,1.153659831,1.440630287,1.406489265,1.343025792,1.387590568,1.411751627,1.448300184,0.237059684,0.003560494,0.017705428,0.025632227,0.055312079,0.091124791,0.074257593,0.019524494
"m16 2 4api_Spine32.mat",-0.0551325931903488,0.185573999,0.179763972,0.182932592,0.185762055,0.181036957,0.079832671,-2.961829691,0.676435436,0.902750388,1.663456444,-1.665340373,-2.804663179,-0.995172183,-0.994812669,-0.992940266,-0.998580562,-0.999790038,-0.977093667,0.132918842,0.171659189,0.216909067,0.250270673,0.258672376,0.22426798,0.096864521,0.148272773,0.192779405,0.22023077,0.222469929,0.177739374,2.165506508,1.566110687,0.723207564,1.354876529,1.676634729,1.523098391,1.260202083,1.177235885,1.349287422,1.369050811,1.476460583,1.502465745,1.500493978,1.49393025,1.489857167,0.12849405,0.002255424,0.012224116,0.020880044,0.030505006,0.036152091,0.030764022,0.004837651
"if6 1 4-2_Spine43.mat",0.0469109602998976,0.057340773,0.243103712,0.269612881,0.31511615,0.298735959,0.097617434,2.145661071,1.495742482,2.294165189,1.596099524,0.041780501,-1.580985468,-0.889320899,-0.849276209,-0.994771724,-0.988851014,-0.994887087,-0.922402463,0.234265547,0.493895084,0.680118738,0.736127993,0.632975788,0.365194115,0.226468799,0.38059216,0.40314202,0.384522217,0.332662218,0.248731833,1.505844855,0.483237468,0.320907872,-0.966234972,-0.245613502,-0.103846426,0.309102818,0.441047445,0.408342025,1.525896841,1.557112507,1.29153701,1.093067518,0.984961482,0.680455157,0.737004244,0.005939949,0.081763912,0.298037723,0.427809586,0.388903803,0.228681973,0.025951792
"m16 2 10-3_Spine89.mat",0.0363686371418101,0.292518771,0.27279615,0.312949371,0.27747163,0.28223551,0.218352909,1.815901491,-1.081277698,1.70913798,-1.336514156,-1.154404612,1.363958118,-0.925980891,-0.964999116,-0.87460969,-0.877256908,-0.971593455,-0.97024909,0.221069272,0.211501392,0.314287463,0.246656391,0.280885519,0.32235951,0.132503088,0.144232175,0.125474576,0.139745851,0.197538476,0.19080134,1.129941386,2.016259965,1.784393412,0.675114813,0.43280448,0.650118878,0.330517364,0.252068769,0.442350138,1.352597796,1.364333375,1.355949522,1.307390749,1.327072166,1.333484193,0.20873057,0.007101961,0.029860868,0.034862269,0.037522308,0.043435705,0.055935651,0.017470461
"m16 2 11api_Spine132.mat",0.0537578854506697,0.329283489,0.404498039,0.448228279,0.3485058,0.380805382,0.379905812,2.635313335,1.658012093,1.920928096,-0.384653892,-0.063446588,1.510424585,-0.795083216,-0.74480351,-0.959580817,-0.955080136,-0.940554355,-0.948024287,0.306319221,0.436699212,0.411841443,0.492195412,0.585092617,0.291444147,0.24681763,0.326091122,0.277529948,0.309032645,0.32333646,0.171082641,1.068121206,0.350138529,0.327807862,-1.498457274,-1.215085005,-0.993103203,-0.351605344,-0.306978768,-0.542903737,1.396394222,1.249010191,1.302628778,0.916090379,0.867892678,1.01613643,0.657457403,0.017709149,0.122404681,0.152403855,0.176605886,0.204987731,0.121990647,0.01728643
"m16 1 8-1_Spine65.mat",-0.0381373297710459,0.207383804,0.20285224,0.160725087,0.18469584,0.1995111,0.126660312,3.024765473,3.04355856,1.995713481,0.730587412,-0.407623382,-1.851082733,-0.994576476,-0.998015646,-0.96192172,-0.95204006,-0.979710149,-0.99516557,0.18568979,0.233741128,0.263675941,0.382647249,0.500719864,0.468456698,0.116480355,0.120458095,0.136697304,0.243686069,0.280532652,0.195763697,3.311754778,3.257095449,0.983495357,-2.493177319,-2.903114208,-2.21506399,-0.960955411,-0.591612682,-0.549581249,1.442567632,1.460206208,1.473685207,1.398133174,1.379876169,1.41540183,0.227306949,0.004031935,0.020139863,0.024907958,0.04090331,0.083403169,0.090570043,0.021212306
"api m16 1 9-1_Spine96.mat",0.104952681944012,0.34909443,0.451092905,0.487937857,0.36184511,0.42074886,0.230858517,1.478048966,0.691757028,2.681088254,0.725034799,-0.14920782,-2.897478181,-0.935308524,-0.986182768,-0.744528905,-0.877765677,-0.898918042,-0.991208962,0.385240386,0.667054958,0.569599738,0.564851355,0.809759993,0.692444102,0.260216981,0.30061615,0.296540747,0.300060867,0.362697535,0.307876137,0.8452197,1.063131105,1.257816288,2.994693005,2.539720407,2.129794237,-0.065040833,-0.318032778,-0.219320604,1.437041358,1.338267716,1.379501576,1.525176413,1.301017242,1.28193437,1.213750185,0.032106438,0.205604254,0.275812829,0.216939044,0.330988185,0.385763909,0.077901237
"if6 2 0-1_Spine47.mat",-0.0429407150321784,0.01038385,0.046251479,0.095848046,0.066866999,0.057962252,0.050136917,1.240533991,0.279926033,1.788063485,0.75932789,-1.61773046,-0.744387631,-0.718112402,-0.947354941,-0.744120018,-0.963338874,-0.622498688,-0.908102124,0.074699615,0.15015788,0.222222442,0.217366188,0.222736404,0.146493594,0.074693009,0.1386155,0.163413742,0.174182031,0.134311282,0.079447603,1.819011376,0.559164396,0.307400165,-0.379639404,0.149877942,0.374875104,-0.12413654,-0.142302554,-0.048378578,1.546574659,1.471888397,1.355645026,1.100259631,1.008314809,0.917646373,0.021352286,1.27667999999994e-05,0.001311236,0.006477913,0.012922103,0.010627572,0.00512143000000001,0.000979323000000001
"if6 2 11-3_Spine25.mat",0.0861017794448022,0.00123432200000001,0.00616487700000001,0.080113251,0.138039394,0.16378155,0.155821855,-1.814792834,2.437342962,2.114890901,0.20845802,-2.408905598,2.567701392,0.317339122,0.554233881,-0.677708684,-0.785645887,-0.842033434,0.695757735,0.136750312,0.274531585,0.412459594,0.528586304,0.54341724,0.422173369,0.131200075,0.263144188,0.397070596,0.422380422,0.316965717,0.167942424,3.09053443,0.981443159,0.317564221,-0.505785155,2.632029481,-0.517817235,-0.493612451,-0.45204368,-0.464740396,0.89918971,-0.888197348,0.870313354,0.816516974,0.762501803,0.605606761,0.151212349,0.000127819,0.001415468,0.012560595,0.0836349,0.119365675,0.077538533,0.011472216
"api m16 1 2-1_Spine176.mat",0.0163901830090604,0.262356059,0.280492715,0.305589202,0.294560522,0.290564736,0.178000483,0.224925342,1.631083815,1.616858781,-2.028492557,-0.955046065,-2.620416115,-0.998802601,-0.974420152,-0.996542582,-0.993439359,-0.999082284,-0.99801799,0.160921698,0.319508897,0.414776656,0.408649074,0.412126651,0.361868328,0.126643913,0.201309534,0.24044086,0.269703573,0.285457016,0.230159287,1.713522927,1.294886725,0.755686839,-2.446602907,-1.993657775,-1.041558799,-0.121865228,-0.011991867,0.014875472,1.506096155,1.547136033,1.506406605,1.46314248,1.4375622,1.43815563,0.434799781,0.005725797,0.039239239,0.085065059,0.115600824,0.122429676,0.104647468,0.022130502
"m16 1 5-2_Spine85.mat",-0.0260031476247073,0.11662376,0.181279087,0.249796588,0.26153723,0.272507608,0.133843062,-0.157257608,2.833575567,2.119297738,1.781232078,1.129728921,-0.760376201,-0.859685824,-0.878020608,-0.947735771,-0.920038235,-0.989248327,-0.93171071,0.228335099,0.449455111,0.57901999,0.611486193,0.511755521,0.328065573,0.21776547,0.345315671,0.367595046,0.329634768,0.280837486,0.200313731,1.29872457,0.423417465,0.326025606,-1.897933286,-3.106880186,2.57109821,2.056556611,1.789083071,1.415380216,1.263207959,1.459000771,1.357915906,1.402869595,1.395840628,1.408268239,0.50115738,0.004592403,0.054237364,0.168691934,0.241427761,0.181868348,0.098789703,0.016124323
"m16 1 1-2_Spine50.mat",-0.00239218384494473,0.089228906,0.144304345,0.142104734,0.146340906,0.142123382,0.162429347,-0.725873532,2.378222598,0.816103509,0.738751469,1.070188432,1.144118337,-0.992556387,-0.85570686,-0.972147064,-0.983922334,-0.995303955,-0.828348623,0.142060394,0.26276963,0.303667817,0.356601642,0.373319534,0.316135013,0.108435551,0.170053055,0.199627905,0.218496379,0.210284476,0.139917829,1.743684778,0.989887977,0.567698926,-2.323972748,-3.038845261,-2.314528243,-0.993759713,-0.501364311,-0.688587636,1.395239263,1.438475081,1.517526591,1.496506776,1.444272973,1.401485578,0.126117938,0.001339035,0.013594668,0.030892412,0.041765905,0.048117854,0.036686225,0.007283033
"m16 1 10 api_Spine158.mat",0.0593810235706433,0.487272737,0.482832392,0.461196708,0.488088296,0.463148414,0.267726733,-3.024025819,0.735343073,1.151744922,2.879268885,-0.358492186,0.248082621,-0.98118534,-0.884687768,-0.901193112,-0.882740387,-0.994744043,-0.968763414,0.406125673,0.496547526,0.546909701,0.607364119,0.691589275,0.518319477,0.320760412,0.312503422,0.263252038,0.49610527,0.556492612,0.4353171,1.941812859,1.454077841,0.748824911,2.384034726,2.847214936,1.707699349,0.321221546,0.225637461,0.389330215,1.452369952,1.518856523,1.510583722,1.216541636,1.185935702,1.189494648,1.833959721,0.047184519,0.244924001,0.259545894,0.343282885,0.573755002,0.479418145,0.080472061
"if6 2 11-1_Spine33.mat",0.169589457003833,0.460037923,0.518113641,0.421653841,0.456625034,0.50324907,0.292473559,-2.561814567,0.677139038,0.690870557,2.6689578,-2.262452223,0.640597474,-0.974314798,-0.786192326,-0.993335541,-0.800808391,-0.967747107,-0.909438206,0.415635278,0.581315877,0.569661531,0.752716874,0.912104234,0.845315648,0.252309803,0.260740385,0.248723698,0.435878796,0.518937632,0.384271761,2.16459628,2.143072642,0.990056512,1.24407213,-0.543446448,0.416300922,0.834355381,0.715944897,0.901585828,1.448131454,1.463064785,1.470803044,1.311789379,1.341727097,1.38635924,2.017621379,0.045155511,0.224426784,0.276613564,0.374408821,0.67501771,0.672476815,0.162362173
"m16 2 8-2_Spine144.mat",-0.0188735107349094,0.302211948,0.228207898,0.214033167,0.206537065,0.226632212,0.120288455,1.835908172,0.0374489739999999,0.616562811,1.62148309,2.826247621,-0.219985954,-0.510922229,-0.908969813,-0.982274428,-0.985147539,-0.973170463,-0.990053359,0.236916043,0.131721514,0.167963827,0.25467258,0.357212539,0.283363396,0.13492855,0.078101707,0.101110202,0.150713875,0.207144178,0.195799711,3.730939321,5.393101028,1.445507569,0.539515986,-0.672999698,-0.273284288,0.03948286,0.105162843,0.120695447,1.243412373,1.089610032,0.983181863,0.868955046,0.768945697,0.776444551,0.137231779,0.005686862,0.016734351,0.00978045799999999,0.019584958,0.040465318,0.051482393,0.010824027
"m16 2 10-2_Spine42.mat",-0.0215177100123579,0.071526981,0.184862606,0.192899569,0.190829891,0.189166309,0.148364974,1.624565724,2.734033292,-0.524990333,-0.462078808,-0.017899427,1.791155703,-0.687538692,-0.993937558,-0.982665209,-0.99571309,-0.9991695,-0.966468192,0.184716416,0.355540667,0.428471919,0.445384275,0.415241143,0.326304649,0.144114179,0.267962379,0.263726689,0.245209995,0.211280436,0.158818532,1.146330747,0.543952945,0.474516579,0.577364892,0.349735293,0.196176034,0.188636991,0.145930349,0.126744996,0.978758552,0.955092044,0.954914521,0.879579673,0.891220985,0.854377275,0.255930071,0.001438081,0.029399715,0.085341347,0.094909832,0.084094894,0.053923892,0.01234865
"if6 2 0-2_Spine98.mat",0.136731386630509,0.207231862,0.29968854,0.26682525,0.273542044,0.271293432,0.264050593,1.744162514,-1.05061417,2.474953349,0.755392397,0.436030844,0.224987198,-0.848265014,-0.990436414,-0.959126814,-0.994288923,-0.992691183,-0.804999874,0.270842183,0.448882234,0.48316724,0.553769926,0.59326261,0.556009851,0.233280544,0.284034639,0.265416452,0.273598341,0.311719012,0.238260664,1.188335585,1.039037231,0.874363474,-0.698174936,-0.571172956,-0.44009254,-0.428463925,-0.405690597,-0.414309452,0.79035912,0.741046718,0.878040573,0.898271073,0.912940609,0.935379772,0.62231526,0.006982625,0.085445157,0.14959932,0.154193012,0.183790606,0.167315853,0.038625164
"m16 2 8api_Spine172.mat",0.0311202211326816,0.307450487,0.243213489,0.242097154,0.264161148,0.253735959,0.166256203,2.059149531,0.412326761,0.833291678,-1.510628467,-2.500761697,1.179733214,-0.731436929,-0.964998856,-0.976482969,-0.983431997,-0.976475073,-0.610804978,0.17091478,0.193831414,0.283983905,0.403076076,0.473674548,0.41702711,0.166515276,0.137792374,0.215977641,0.340715784,0.374172763,0.286127519,5.141974617,4.46760297,0.868849674,2.079877677,-0.708861062,-0.322201944,-0.08163162,-0.061017951,-0.097121683,1.439255043,1.425047681,1.202361358,1.049693055,1.023963298,0.999364688,0.402215967,0.007844067,0.02208805,0.036085875,0.087620955,0.163852253,0.146168753,0.023734177
"m16 2 10-1_Spine53.mat",0.0738955938249656,0.285340218,0.309029231,0.284277801,0.269811896,0.271782382,0.295606398,1.264417101,2.691498215,-1.493614903,0.00354007499999992,0.407147706,1.975321579,-0.834828661,-0.966557638,-0.973778579,-0.977348991,-0.975221964,-0.701048542,0.275909953,0.293968524,0.242186484,0.204326447,0.283347636,0.349813151,0.17455263,0.142115582,0.129485318,0.108877611,0.126100636,0.156678747,0.53250126,1.311908947,2.463672946,0.669801399,0.528996224,0.165097226,0.144159917,0.211038145,0.306231305,1.189474899,1.321462563,1.194964769,1.145972391,1.1787915,1.153519583,0.196100783,0.009878037,0.047753728,0.039805968,0.02672286,0.027305803,0.043904193,0.017461453
